Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission,subdomain,city,country,Diet_factor,Heating Energy Source_factor,Recycling_factor,Cooking_With_factor,Social Activity_factor,total_co2,Monthly Grocery Bill_share,Vehicle Monthly Distance Km_share,Waste Bag Weekly Count_share,How Long TV PC Daily Hour_share,How Many New Clothes Monthly_share,How Long Internet Daily Hour_share,Diet_factor_share,Heating Energy Source_factor_share,Recycling_factor_share,Cooking_With_factor_share,Social Activity_factor_share
normal,female,pescatarian,more frequently,natural gas,public,sometimes,260,rarely,1742,medium,2,9,50,21,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",1631,Other,Navi Mumbai,India,0.0,0.0,0.0,0.0,0.0,2084.0,0.12476007677543186,0.8358925143953935,0.0009596928982725527,0.004318618042226488,0.02399232245681382,0.010076775431861805,0.0,0.0,0.0,0.0,0.0
underweight,female,omnivore,daily,coal,private,sometimes,295,rarely,6364,extra large,5,9,50,5,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",3996,Engineering,Delhi,India,0.0,0.0,0.0,0.0,0.0,6728.0,0.043846611177170036,0.9458977407847801,0.0007431629013079667,0.00133769322235434,0.007431629013079667,0.0007431629013079667,0.0,0.0,0.0,0.0,0.0
obese,female,omnivore,daily,coal,public,sometimes,217,frequently,317,medium,2,14,50,5,Yes,"['Glass', 'Metal']",['Microwave'],2616,Finance,Bengaluru,India,0.0,0.0,0.0,0.0,0.0,605.0,0.3586776859504132,0.5239669421487604,0.003305785123966942,0.023140495867768594,0.08264462809917356,0.008264462809917356,0.0,0.0,0.0,0.0,0.0
underweight,female,pescatarian,less frequently,wood,private,sometimes,193,never,6477,small,5,6,23,24,Yes,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",1765,Sales,Chennai,India,0.0,0.0,0.0,0.0,0.0,6728.0,0.028686087990487514,0.9626932223543401,0.0007431629013079667,0.0008917954815695601,0.0034185493460166467,0.0035671819262782403,0.0,0.0,0.0,0.0,0.0
underweight,male,pescatarian,daily,natural gas,public,sometimes,198,never,709,medium,1,9,36,6,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1385,Operations,Kolkata,India,0.0,0.0,0.0,0.0,0.0,959.0,0.2064650677789364,0.7393117831074035,0.0010427528675703858,0.009384775808133473,0.03753910323253389,0.006256517205422315,0.0,0.0,0.0,0.0,0.0
normal,male,vegan,less frequently,electricity,private,never,221,frequently,2188,medium,6,20,18,16,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven']",2071,Student,Hyderabad,India,0.0,0.0,0.0,0.0,0.0,2469.0,0.08950992304576752,0.8861887403807209,0.002430133657351154,0.008100445524503848,0.007290400972053463,0.0064803564196030785,0.0,0.0,0.0,0.0,0.0
overweight,female,omnivore,less frequently,electricity,walk/bicycle,never,172,never,28,large,7,1,41,12,No,['Paper'],"['Oven', 'Grill', 'Airfryer']",1735,Other,Pune,India,0.0,0.0,0.0,0.0,0.0,261.0,0.6590038314176245,0.10727969348659004,0.02681992337164751,0.0038314176245210726,0.15708812260536398,0.04597701149425287,0.0,0.0,0.0,0.0,0.0
overweight,male,vegan,less frequently,electricity,public,never,229,never,1285,small,5,14,29,6,Yes,"['Paper', 'Metal']",['Stove'],895,Engineering,Jaipur,India,0.0,0.0,0.0,0.0,0.0,1568.0,0.14604591836734693,0.8195153061224489,0.0031887755102040817,0.008928571428571428,0.018494897959183673,0.003826530612244898,0.0,0.0,0.0,0.0,0.0
overweight,male,pescatarian,daily,electricity,walk/bicycle,sometimes,231,rarely,93,extra large,1,1,10,15,Yes,['Glass'],['Stove'],1041,Finance,Ahmedabad,India,0.0,0.0,0.0,0.0,0.0,351.0,0.6581196581196581,0.26495726495726496,0.002849002849002849,0.002849002849002849,0.02849002849002849,0.042735042735042736,0.0,0.0,0.0,0.0,0.0
normal,female,vegan,more frequently,natural gas,public,never,297,never,980,extra large,6,14,46,19,Yes,['Paper'],"['Microwave', 'Grill', 'Airfryer']",1933,Sales,Mumbai,India,0.0,0.0,0.0,0.0,0.0,1362.0,0.21806167400881057,0.7195301027900147,0.004405286343612335,0.010279001468428781,0.033773861967694566,0.013950073421439061,0.0,0.0,0.0,0.0,0.0
normal,female,vegan,daily,wood,public,often,237,very frequently,1514,large,5,20,38,14,Sometimes,"['Paper', 'Plastic', 'Metal']",['Stove'],2529,Operations,Navi Mumbai,India,0.0,0.0,0.0,0.0,0.0,1828.0,0.12964989059080964,0.8282275711159738,0.002735229759299781,0.010940919037199124,0.020787746170678335,0.007658643326039387,0.0,0.0,0.0,0.0,0.0
underweight,female,pescatarian,more frequently,electricity,public,often,224,rarely,1145,small,1,7,37,9,No,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1174,Student,Delhi,India,0.0,0.0,0.0,0.0,0.0,1423.0,0.15741391426563597,0.8046380885453268,0.0007027406886858749,0.004919184820801124,0.02600140548137737,0.006324666198172874,0.0,0.0,0.0,0.0,0.0
obese,male,pescatarian,twice a day,natural gas,walk/bicycle,never,101,very frequently,39,large,1,19,34,17,No,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3080,Other,Bengaluru,India,0.0,0.0,0.0,0.0,0.0,211.0,0.4786729857819905,0.1848341232227488,0.004739336492890996,0.09004739336492891,0.16113744075829384,0.08056872037914692,0.0,0.0,0.0,0.0,0.0
underweight,female,vegan,more frequently,natural gas,private,never,71,very frequently,320,medium,4,23,28,3,Yes,"['Paper', 'Glass', 'Metal']",['Stove'],1797,Engineering,Chennai,India,0.0,0.0,0.0,0.0,0.0,449.0,0.15812917594654788,0.7126948775055679,0.008908685968819599,0.051224944320712694,0.062360801781737196,0.0066815144766146995,0.0,0.0,0.0,0.0,0.0
underweight,female,vegan,twice a day,natural gas,public,never,178,never,1852,extra large,4,16,39,21,Sometimes,[],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1657,Finance,Kolkata,India,0.0,0.0,0.0,0.0,0.0,2110.0,0.08436018957345971,0.8777251184834123,0.0018957345971563982,0.007582938388625593,0.01848341232227488,0.00995260663507109,0.0,0.0,0.0,0.0,0.0
underweight,male,vegetarian,twice a day,natural gas,walk/bicycle,never,236,frequently,19,large,3,8,23,7,Sometimes,['Paper'],[],1747,Sales,Hyderabad,India,0.0,0.0,0.0,0.0,0.0,296.0,0.7972972972972973,0.06418918918918919,0.010135135135135136,0.02702702702702703,0.0777027027027027,0.02364864864864865,0.0,0.0,0.0,0.0,0.0
overweight,male,vegan,daily,natural gas,public,sometimes,127,very frequently,412,extra large,6,14,29,13,Yes,['Paper'],"['Stove', 'Grill', 'Airfryer']",3386,Operations,Pune,India,0.0,0.0,0.0,0.0,0.0,601.0,0.2113144758735441,0.6855241264559068,0.009983361064891847,0.02329450915141431,0.048252911813643926,0.021630615640599003,0.0,0.0,0.0,0.0,0.0
overweight,female,pescatarian,less frequently,wood,private,never,92,never,4413,medium,3,15,21,18,Yes,"['Plastic', 'Glass']",['Oven'],2554,Student,Jaipur,India,0.0,0.0,0.0,0.0,0.0,4562.0,0.020166593599298552,0.9673388864533099,0.000657606313020605,0.003288031565103025,0.004603244191144235,0.00394563787812363,0.0,0.0,0.0,0.0,0.0
normal,male,pescatarian,twice a day,coal,public,often,256,never,1407,large,7,12,46,20,Sometimes,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2534,Other,Ahmedabad,India,0.0,0.0,0.0,0.0,0.0,1748.0,0.14645308924485126,0.8049199084668193,0.004004576659038902,0.006864988558352402,0.02631578947368421,0.011441647597254004,0.0,0.0,0.0,0.0,0.0
underweight,female,pescatarian,daily,natural gas,public,never,286,never,316,medium,1,18,15,16,No,"['Plastic', 'Glass', 'Metal']",['Oven'],830,Engineering,Mumbai,India,0.0,0.0,0.0,0.0,0.0,652.0,0.4386503067484663,0.48466257668711654,0.0015337423312883436,0.027607361963190184,0.023006134969325152,0.024539877300613498,0.0,0.0,0.0,0.0,0.0
obese,female,vegetarian,twice a day,coal,public,never,137,very frequently,1844,small,1,22,20,22,Sometimes,['Metal'],['Stove'],2676,Finance,Navi Mumbai,India,0.0,0.0,0.0,0.0,0.0,2046.0,0.06695992179863147,0.9012707722385142,0.0004887585532746823,0.010752688172043012,0.009775171065493646,0.010752688172043012,0.0,0.0,0.0,0.0,0.0
underweight,male,pescatarian,less frequently,electricity,public,often,250,frequently,743,medium,4,11,48,6,Yes,[],"['Stove', 'Grill', 'Airfryer']",2364,Sales,Delhi,India,0.0,0.0,0.0,0.0,0.0,1062.0,0.23540489642184556,0.699623352165725,0.003766478342749529,0.010357815442561206,0.04519774011299435,0.005649717514124294,0.0,0.0,0.0,0.0,0.0
overweight,male,vegetarian,twice a day,coal,walk/bicycle,sometimes,259,frequently,67,small,5,8,49,8,No,"['Paper', 'Metal']",[],2610,Operations,Bengaluru,India,0.0,0.0,0.0,0.0,0.0,396.0,0.6540404040404041,0.1691919191919192,0.012626262626262626,0.020202020202020204,0.12373737373737374,0.020202020202020204,0.0,0.0,0.0,0.0,0.0
underweight,male,pescatarian,twice a day,electricity,public,never,177,very frequently,1231,large,4,6,24,7,Yes,['Metal'],"['Stove', 'Oven']",2393,Student,Chennai,India,0.0,0.0,0.0,0.0,0.0,1449.0,0.12215320910973085,0.849551414768806,0.0027605244996549345,0.004140786749482402,0.016563146997929608,0.004830917874396135,0.0,0.0,0.0,0.0,0.0
obese,male,omnivore,twice a day,wood,public,often,188,never,937,extra large,4,11,27,12,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2141,Other,Kolkata,India,0.0,0.0,0.0,0.0,0.0,1179.0,0.1594571670907549,0.7947413061916879,0.0033927056827820186,0.009329940627650551,0.022900763358778626,0.010178117048346057,0.0,0.0,0.0,0.0,0.0
obese,male,vegan,more frequently,wood,walk/bicycle,sometimes,148,rarely,25,large,5,19,29,19,Yes,['Metal'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2186,Engineering,Hyderabad,India,0.0,0.0,0.0,0.0,0.0,245.0,0.6040816326530613,0.10204081632653061,0.02040816326530612,0.07755102040816327,0.11836734693877551,0.07755102040816327,0.0,0.0,0.0,0.0,0.0
normal,female,pescatarian,more frequently,natural gas,public,often,112,rarely,228,small,2,2,44,14,Yes,"['Paper', 'Glass']",['Microwave'],1339,Finance,Pune,India,0.0,0.0,0.0,0.0,0.0,402.0,0.27860696517412936,0.5671641791044776,0.004975124378109453,0.004975124378109453,0.10945273631840796,0.03482587064676617,0.0,0.0,0.0,0.0,0.0
normal,male,pescatarian,more frequently,natural gas,private,often,81,very frequently,6386,extra large,5,19,14,24,No,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",4046,Sales,Jaipur,India,0.0,0.0,0.0,0.0,0.0,6529.0,0.012406187777607597,0.9780977178741002,0.000765814060346148,0.0029100934293153622,0.0021442793689692144,0.00367590748966151,0.0,0.0,0.0,0.0,0.0
underweight,female,pescatarian,daily,electricity,private,often,73,very frequently,62,medium,6,1,46,1,Yes,"['Glass', 'Metal']",['Oven'],2225,Operations,Ahmedabad,India,0.0,0.0,0.0,0.0,0.0,189.0,0.3862433862433862,0.328042328042328,0.031746031746031744,0.005291005291005291,0.24338624338624337,0.005291005291005291,0.0,0.0,0.0,0.0,0.0
overweight,male,pescatarian,less frequently,wood,private,sometimes,292,frequently,4689,small,7,4,43,6,Sometimes,['Paper'],['Stove'],4429,Student,Mumbai,India,0.0,0.0,0.0,0.0,0.0,5041.0,0.0579250148780004,0.9301725848046023,0.0013886133703630231,0.0007934933544931561,0.008530053560801429,0.0011902400317397343,0.0,0.0,0.0,0.0,0.0
underweight,female,vegan,twice a day,natural gas,private,often,110,rarely,5739,large,4,10,48,0,No,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2819,Other,Navi Mumbai,India,0.0,0.0,0.0,0.0,0.0,5911.0,0.018609372356623244,0.9709017086787346,0.0006767044493317544,0.001691761123329386,0.008120453391981051,0.0,0.0,0.0,0.0,0.0,0.0
underweight,female,vegan,daily,natural gas,walk/bicycle,never,193,frequently,50,extra large,6,19,14,12,Sometimes,"['Paper', 'Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",1724,Engineering,Delhi,India,0.0,0.0,0.0,0.0,0.0,294.0,0.6564625850340136,0.17006802721088435,0.02040816326530612,0.06462585034013606,0.047619047619047616,0.04081632653061224,0.0,0.0,0.0,0.0,0.0
underweight,female,pescatarian,more frequently,natural gas,public,often,92,never,445,large,3,10,22,6,Sometimes,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1165,Finance,Bengaluru,India,0.0,0.0,0.0,0.0,0.0,578.0,0.15916955017301038,0.7698961937716263,0.005190311418685121,0.01730103806228374,0.03806228373702422,0.010380622837370242,0.0,0.0,0.0,0.0,0.0
overweight,male,pescatarian,less frequently,wood,walk/bicycle,often,97,very frequently,61,large,2,11,18,2,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave']",2377,Sales,Chennai,India,0.0,0.0,0.0,0.0,0.0,191.0,0.5078534031413613,0.3193717277486911,0.010471204188481676,0.05759162303664921,0.09424083769633508,0.010471204188481676,0.0,0.0,0.0,0.0,0.0
underweight,female,vegan,daily,wood,walk/bicycle,sometimes,267,frequently,8,small,6,8,35,15,Sometimes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1656,Operations,Kolkata,India,0.0,0.0,0.0,0.0,0.0,339.0,0.7876106194690266,0.02359882005899705,0.017699115044247787,0.02359882005899705,0.10324483775811209,0.04424778761061947,0.0,0.0,0.0,0.0,0.0
normal,female,vegan,twice a day,wood,public,sometimes,217,frequently,1646,medium,7,0,33,23,No,"['Paper', 'Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",2071,Student,Hyderabad,India,0.0,0.0,0.0,0.0,0.0,1926.0,0.112668743509865,0.8546209761163032,0.0036344755970924196,0.0,0.017133956386292833,0.011941848390446522,0.0,0.0,0.0,0.0,0.0
obese,female,vegetarian,less frequently,natural gas,private,never,244,very frequently,6640,large,6,12,39,9,Yes,['Glass'],['Stove'],5031,Other,Pune,India,0.0,0.0,0.0,0.0,0.0,6950.0,0.035107913669064746,0.9553956834532374,0.0008633093525179857,0.0017266187050359713,0.005611510791366906,0.0012949640287769784,0.0,0.0,0.0,0.0,0.0
underweight,female,pescatarian,more frequently,electricity,walk/bicycle,often,149,rarely,31,extra large,4,8,32,3,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",1204,Engineering,Jaipur,India,0.0,0.0,0.0,0.0,0.0,227.0,0.6563876651982379,0.13656387665198239,0.01762114537444934,0.03524229074889868,0.14096916299559473,0.013215859030837005,0.0,0.0,0.0,0.0,0.0
obese,female,omnivore,less frequently,electricity,public,never,262,frequently,529,small,3,4,47,20,Sometimes,"['Paper', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2311,Finance,Ahmedabad,India,0.0,0.0,0.0,0.0,0.0,865.0,0.30289017341040464,0.6115606936416185,0.003468208092485549,0.004624277456647399,0.05433526011560694,0.023121387283236993,0.0,0.0,0.0,0.0,0.0
normal,female,vegetarian,twice a day,natural gas,public,sometimes,135,rarely,315,large,4,8,26,9,Sometimes,"['Glass', 'Metal']","['Oven', 'Microwave']",1366,Sales,Mumbai,India,0.0,0.0,0.0,0.0,0.0,497.0,0.2716297786720322,0.6338028169014085,0.008048289738430584,0.01609657947686117,0.052313883299798795,0.018108651911468814,0.0,0.0,0.0,0.0,0.0
underweight,female,pescatarian,more frequently,wood,walk/bicycle,often,219,never,19,extra large,2,16,31,17,No,['Paper'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",1433,Operations,Navi Mumbai,India,0.0,0.0,0.0,0.0,0.0,304.0,0.7203947368421053,0.0625,0.006578947368421052,0.05263157894736842,0.10197368421052631,0.05592105263157895,0.0,0.0,0.0,0.0,0.0
overweight,female,pescatarian,daily,wood,public,never,83,frequently,959,large,7,3,4,20,Yes,['Metal'],[],1802,Student,Delhi,India,0.0,0.0,0.0,0.0,0.0,1076.0,0.07713754646840149,0.8912639405204461,0.006505576208178439,0.0027881040892193307,0.0037174721189591076,0.01858736059479554,0.0,0.0,0.0,0.0,0.0
overweight,male,vegan,twice a day,natural gas,private,often,80,frequently,9345,extra large,3,0,47,7,No,"['Paper', 'Plastic']","['Oven', 'Grill', 'Airfryer']",2658,Other,Bengaluru,India,0.0,0.0,0.0,0.0,0.0,9482.0,0.008437038599451592,0.9855515713984392,0.0003163889474794347,0.0,0.004956760177177811,0.0007382408774520143,0.0,0.0,0.0,0.0,0.0
normal,female,omnivore,twice a day,coal,walk/bicycle,often,83,never,92,medium,7,2,16,17,Sometimes,"['Paper', 'Plastic', 'Metal']",['Microwave'],1277,Engineering,Chennai,India,0.0,0.0,0.0,0.0,0.0,217.0,0.3824884792626728,0.423963133640553,0.03225806451612903,0.009216589861751152,0.07373271889400922,0.07834101382488479,0.0,0.0,0.0,0.0,0.0
normal,male,vegetarian,less frequently,wood,private,never,87,rarely,2129,extra large,2,22,33,5,Yes,['Metal'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1777,Finance,Kolkata,India,0.0,0.0,0.0,0.0,0.0,2278.0,0.038191395961369626,0.9345917471466199,0.000877963125548727,0.009657594381035996,0.014486391571553995,0.0021949078138718174,0.0,0.0,0.0,0.0,0.0
overweight,male,vegetarian,less frequently,electricity,walk/bicycle,never,161,very frequently,61,medium,5,4,32,3,No,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",2627,Sales,Hyderabad,India,0.0,0.0,0.0,0.0,0.0,266.0,0.6052631578947368,0.22932330827067668,0.018796992481203006,0.015037593984962405,0.12030075187969924,0.011278195488721804,0.0,0.0,0.0,0.0,0.0
overweight,male,vegetarian,less frequently,natural gas,walk/bicycle,sometimes,270,rarely,84,large,7,9,31,14,No,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2268,Operations,Pune,India,0.0,0.0,0.0,0.0,0.0,415.0,0.6506024096385542,0.20240963855421687,0.016867469879518072,0.021686746987951807,0.0746987951807229,0.033734939759036145,0.0,0.0,0.0,0.0,0.0
overweight,male,vegetarian,less frequently,wood,private,never,277,frequently,9940,medium,5,18,33,13,Sometimes,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",5486,Student,Jaipur,India,0.0,0.0,0.0,0.0,0.0,10286.0,0.026929807505347073,0.9663620454987362,0.00048609760839976666,0.00174995139023916,0.00320824421543846,0.0012638537818393933,0.0,0.0,0.0,0.0,0.0
normal,female,omnivore,more frequently,natural gas,public,often,229,frequently,1406,small,4,0,17,21,Yes,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1972,Other,Ahmedabad,India,0.0,0.0,0.0,0.0,0.0,1677.0,0.13655336911150864,0.83840190816935,0.002385211687537269,0.0,0.010137149672033392,0.012522361359570662,0.0,0.0,0.0,0.0,0.0
obese,female,pescatarian,more frequently,wood,walk/bicycle,sometimes,127,rarely,82,extra large,2,14,25,1,Sometimes,"['Paper', 'Plastic', 'Metal']",[],1239,Engineering,Mumbai,India,0.0,0.0,0.0,0.0,0.0,251.0,0.5059760956175299,0.32669322709163345,0.00796812749003984,0.055776892430278883,0.099601593625498,0.00398406374501992,0.0,0.0,0.0,0.0,0.0
underweight,female,omnivore,more frequently,wood,private,often,273,very frequently,5030,large,5,17,32,7,Yes,"['Paper', 'Plastic', 'Metal']",['Stove'],3251,Finance,Navi Mumbai,India,0.0,0.0,0.0,0.0,0.0,5364.0,0.05089485458612975,0.9377330350484713,0.0009321401938851603,0.003169276659209545,0.005965697240865026,0.0013049962714392245,0.0,0.0,0.0,0.0,0.0
normal,male,pescatarian,less frequently,wood,private,often,170,very frequently,668,small,5,17,22,20,Sometimes,"['Paper', 'Plastic', 'Metal']",[],2559,Sales,Delhi,India,0.0,0.0,0.0,0.0,0.0,902.0,0.188470066518847,0.7405764966740577,0.005543237250554324,0.018847006651884702,0.024390243902439025,0.022172949002217297,0.0,0.0,0.0,0.0,0.0
underweight,male,vegetarian,daily,wood,private,sometimes,106,very frequently,3573,small,2,23,35,6,Sometimes,['Metal'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2440,Operations,Bengaluru,India,0.0,0.0,0.0,0.0,0.0,3745.0,0.028304405874499332,0.9540720961281709,0.000534045393858478,0.006141522029372497,0.009345794392523364,0.0016021361815754338,0.0,0.0,0.0,0.0,0.0
obese,female,omnivore,daily,wood,private,never,51,never,7189,small,4,3,7,21,Sometimes,"['Paper', 'Plastic', 'Glass']",['Oven'],746,Student,Chennai,India,0.0,0.0,0.0,0.0,0.0,7275.0,0.0070103092783505155,0.9881786941580756,0.000549828178694158,0.0004123711340206186,0.0009621993127147767,0.00288659793814433,0.0,0.0,0.0,0.0,0.0
obese,female,pescatarian,less frequently,electricity,private,sometimes,134,very frequently,7921,extra large,6,2,35,15,Sometimes,"['Paper', 'Metal']","['Stove', 'Oven']",5093,Other,Kolkata,India,0.0,0.0,0.0,0.0,0.0,8113.0,0.016516701590040674,0.9763342783187476,0.0007395538025391348,0.0002465179341797116,0.004314063848144953,0.0018488845063478368,0.0,0.0,0.0,0.0,0.0
overweight,male,vegan,less frequently,coal,private,sometimes,188,never,4543,small,3,16,23,1,Sometimes,['Plastic'],['Stove'],2647,Engineering,Hyderabad,India,0.0,0.0,0.0,0.0,0.0,4774.0,0.03937997486384583,0.9516129032258065,0.0006284038542103058,0.0033514872224549644,0.004817762882279012,0.00020946795140343527,0.0,0.0,0.0,0.0,0.0
overweight,male,vegan,twice a day,wood,private,sometimes,52,rarely,7150,extra large,6,19,37,16,Yes,['Metal'],"['Stove', 'Microwave']",2379,Finance,Pune,India,0.0,0.0,0.0,0.0,0.0,7280.0,0.007142857142857143,0.9821428571428571,0.0008241758241758242,0.0026098901098901097,0.005082417582417583,0.002197802197802198,0.0,0.0,0.0,0.0,0.0
overweight,male,omnivore,daily,wood,private,never,156,frequently,9076,small,1,12,35,24,Sometimes,[],"['Oven', 'Grill', 'Airfryer']",5065,Sales,Jaipur,India,0.0,0.0,0.0,0.0,0.0,9304.0,0.016766981943250214,0.975494411006019,0.00010748065348237318,0.0012897678417884782,0.003761822871883061,0.0025795356835769563,0.0,0.0,0.0,0.0,0.0
obese,female,omnivore,daily,electricity,public,sometimes,229,very frequently,728,large,4,12,13,2,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2471,Operations,Ahmedabad,India,0.0,0.0,0.0,0.0,0.0,988.0,0.23178137651821862,0.7368421052631579,0.004048582995951417,0.012145748987854251,0.013157894736842105,0.0020242914979757085,0.0,0.0,0.0,0.0,0.0
underweight,female,vegan,daily,wood,public,often,262,never,1846,small,4,11,43,14,No,"['Plastic', 'Glass']",['Stove'],1376,Student,Mumbai,India,0.0,0.0,0.0,0.0,0.0,2180.0,0.12018348623853212,0.846788990825688,0.001834862385321101,0.005045871559633028,0.019724770642201836,0.006422018348623854,0.0,0.0,0.0,0.0,0.0
obese,male,omnivore,twice a day,electricity,private,often,157,very frequently,1297,extra large,6,0,22,11,No,"['Paper', 'Plastic']","['Grill', 'Airfryer']",3970,Other,Navi Mumbai,India,0.0,0.0,0.0,0.0,0.0,1493.0,0.10515740120562625,0.8687206965840589,0.004018754186202277,0.0,0.014735432016075016,0.007367716008037508,0.0,0.0,0.0,0.0,0.0
obese,female,omnivore,daily,electricity,public,never,241,very frequently,829,extra large,1,0,30,11,Sometimes,['Glass'],"['Oven', 'Microwave']",2770,Engineering,Delhi,India,0.0,0.0,0.0,0.0,0.0,1112.0,0.21672661870503598,0.7455035971223022,0.0008992805755395684,0.0,0.02697841726618705,0.009892086330935251,0.0,0.0,0.0,0.0,0.0
overweight,male,pescatarian,more frequently,electricity,walk/bicycle,never,137,never,55,large,7,7,5,17,No,['Glass'],['Microwave'],1359,Finance,Bengaluru,India,0.0,0.0,0.0,0.0,0.0,228.0,0.6008771929824561,0.2412280701754386,0.03070175438596491,0.03070175438596491,0.021929824561403508,0.07456140350877193,0.0,0.0,0.0,0.0,0.0
obese,female,vegetarian,daily,natural gas,public,often,107,very frequently,1883,medium,7,0,34,1,No,['Plastic'],[],3139,Sales,Chennai,India,0.0,0.0,0.0,0.0,0.0,2032.0,0.05265748031496063,0.9266732283464567,0.0034448818897637795,0.0,0.01673228346456693,0.0004921259842519685,0.0,0.0,0.0,0.0,0.0
overweight,female,omnivore,more frequently,wood,public,sometimes,70,rarely,463,small,2,7,50,0,Sometimes,['Metal'],[],1471,Operations,Kolkata,India,0.0,0.0,0.0,0.0,0.0,592.0,0.11824324324324324,0.7820945945945946,0.0033783783783783786,0.011824324324324325,0.08445945945945946,0.0,0.0,0.0,0.0,0.0,0.0
normal,female,vegan,twice a day,wood,public,sometimes,119,frequently,1601,medium,6,7,8,5,No,"['Plastic', 'Glass']",['Stove'],1615,Student,Hyderabad,India,0.0,0.0,0.0,0.0,0.0,1746.0,0.06815578465063,0.9169530355097365,0.003436426116838488,0.004009163802978236,0.004581901489117984,0.0028636884306987398,0.0,0.0,0.0,0.0,0.0
overweight,male,omnivore,more frequently,natural gas,public,sometimes,96,never,30,large,3,14,23,16,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1526,Other,Pune,India,0.0,0.0,0.0,0.0,0.0,182.0,0.5274725274725275,0.16483516483516483,0.016483516483516484,0.07692307692307693,0.12637362637362637,0.08791208791208792,0.0,0.0,0.0,0.0,0.0
overweight,male,vegetarian,twice a day,wood,private,often,299,rarely,2136,extra large,7,3,34,0,No,[],"['Microwave', 'Grill', 'Airfryer']",3381,Engineering,Jaipur,India,0.0,0.0,0.0,0.0,0.0,2479.0,0.12061315046389673,0.8616377571601452,0.0028237192416296895,0.0012101653892698668,0.01371520774505849,0.0,0.0,0.0,0.0,0.0,0.0
normal,male,omnivore,less frequently,coal,public,sometimes,244,very frequently,273,large,5,2,19,11,Yes,[],"['Microwave', 'Grill', 'Airfryer']",3184,Finance,Ahmedabad,India,0.0,0.0,0.0,0.0,0.0,554.0,0.4404332129963899,0.4927797833935018,0.009025270758122744,0.0036101083032490976,0.03429602888086643,0.019855595667870037,0.0,0.0,0.0,0.0,0.0
overweight,male,vegetarian,less frequently,wood,walk/bicycle,never,115,very frequently,81,extra large,7,4,35,0,Sometimes,['Metal'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3512,Sales,Mumbai,India,0.0,0.0,0.0,0.0,0.0,242.0,0.47520661157024796,0.3347107438016529,0.028925619834710745,0.01652892561983471,0.1446280991735537,0.0,0.0,0.0,0.0,0.0,0.0
underweight,male,pescatarian,less frequently,wood,public,sometimes,205,very frequently,1295,large,7,6,11,20,Sometimes,[],"['Stove', 'Oven', 'Microwave']",3009,Operations,Navi Mumbai,India,0.0,0.0,0.0,0.0,0.0,1544.0,0.1327720207253886,0.8387305699481865,0.0045336787564766836,0.0038860103626943004,0.007124352331606218,0.012953367875647668,0.0,0.0,0.0,0.0,0.0
